## Wed Oct 13 12:46:17 2021
## emapper-2.1.6
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
lcl|LT708304.1_prot_SIT98380.1_29	419947.MRA_0031	2.81e-64	196.0	2AUU9@1|root,31KHD@2|Bacteria,2IKTE@201174|Actinobacteria,23A5Q@1762|Mycobacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF2694)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2694
lcl|LT708304.1_prot_SIT98382.1_30	419947.MRA_0032	5.94e-262	717.0	2A1TI@1|root,31TWI@2|Bacteria,2IACP@201174|Actinobacteria,2370S@1762|Mycobacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|LT708304.1_prot_SIT98384.1_31	419947.MRA_0033	2.7e-68	207.0	2AVE0@1|root,31M5V@2|Bacteria,2IMQH@201174|Actinobacteria,23AA4@1762|Mycobacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF2710)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2710
lcl|LT708304.1_prot_SIT98388.1_33	419947.MRA_0035	0.0	1558.0	COG0156@1|root,COG3146@1|root,COG0156@2|Bacteria,COG3146@2|Bacteria,2GISV@201174|Actinobacteria,237IF@1762|Mycobacteriaceae	201174|Actinobacteria	H	Could be involved in biotin biosynthesis (at the first step) catalytic activity 6-carboxyhexanoyl-CoA L- alanine 8-amino-7-oxononanoate CoA CO2	bioF2	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	2.3.1.47	ko:K00652	ko00780,ko01100,map00780,map01100	M00123,M00573,M00577	R03210,R10124	RC00004,RC00039,RC02725	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Acetyltransf_6,Aminotran_1_2
lcl|LT708304.1_prot_SIT98390.1_34	419947.MRA_0036	1.02e-55	173.0	COG0236@1|root,COG0236@2|Bacteria	2|Bacteria	IQ	Carrier of the growing fatty acid chain in fatty acid biosynthesis	acpP	-	6.2.1.50	ko:K02078,ko:K12424	-	-	R11608,R11872,R11873	-	ko00000,ko00001,ko01000,ko01004	-	-	-	PP-binding
lcl|LT708304.1_prot_SIT98392.1_35	419947.MRA_0037	1.74e-88	259.0	COG3631@1|root,COG3631@2|Bacteria,2GRE5@201174|Actinobacteria	201174|Actinobacteria	S	SnoaL-like domain	-	-	-	ko:K06893	-	-	-	-	ko00000	-	-	-	SnoaL_2
lcl|LT708304.1_prot_SIT98393.1_36	419947.MRA_0038	0.0	1112.0	COG0318@1|root,COG0318@2|Bacteria,2I2RH@201174|Actinobacteria,2358D@1762|Mycobacteriaceae	201174|Actinobacteria	IQ	AMP-binding enzyme	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,Acyltransferase,PP-binding
lcl|LT708304.1_prot_SIT98395.1_37	419947.MRA_0039	1.84e-188	523.0	28HG7@1|root,2Z7S3@2|Bacteria,2GMJK@201174|Actinobacteria,235MK@1762|Mycobacteriaceae	201174|Actinobacteria	S	Wyosine base formation	-	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	MDMPI_N,Wyosine_form
lcl|LT708304.1_prot_SIT98398.1_38	83332.Rv0037c	1.27e-306	837.0	COG0477@1|root,COG2814@2|Bacteria,2I3P4@201174|Actinobacteria,23F67@1762|Mycobacteriaceae	201174|Actinobacteria	EGP	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
lcl|LT708304.1_prot_SIT98399.1_39	419947.MRA_0041	1.26e-145	410.0	COG1678@1|root,COG1678@2|Bacteria,2GNRA@201174|Actinobacteria,234KC@1762|Mycobacteriaceae	201174|Actinobacteria	K	Belongs to the UPF0301 (AlgH) family	-	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K07735	-	-	-	-	ko00000,ko03000	-	-	-	DUF179
lcl|LT708304.1_prot_SIT98400.1_40	419947.MRA_0042	8.8e-70	211.0	2BG6T@1|root,32A3P@2|Bacteria,2IR6A@201174|Actinobacteria,23AWK@1762|Mycobacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|LT708304.1_prot_SIT98401.1_41	419947.MRA_0043	1.07e-193	540.0	2APGE@1|root,31EJ8@2|Bacteria,2GMF1@201174|Actinobacteria,236Q8@1762|Mycobacteriaceae	201174|Actinobacteria	S	Probable lipoprotein LpqN	mtc28	GO:0005575,GO:0005576	-	-	-	-	-	-	-	-	-	-	Lpp-LpqN
lcl|LT708304.1_prot_SIT98402.1_42	419947.MRA_0044	0.0	1984.0	COG0495@1|root,COG0495@2|Bacteria,2GJI1@201174|Actinobacteria,23584@1762|Mycobacteriaceae	201174|Actinobacteria	J	Belongs to the class-I aminoacyl-tRNA synthetase family	leuS	GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0030312,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2
lcl|LT708304.1_prot_SIT98403.1_43	419947.MRA_0045	1.02e-138	393.0	COG1846@1|root,COG1846@2|Bacteria,2GSWE@201174|Actinobacteria,239A3@1762|Mycobacteriaceae	201174|Actinobacteria	K	transcriptional	uspR	-	-	-	-	-	-	-	-	-	-	-	MarR
lcl|LT708304.1_prot_SIT98404.1_44	419947.MRA_0046	2.5e-175	488.0	COG1802@1|root,COG1802@2|Bacteria,2GKPP@201174|Actinobacteria,2358E@1762|Mycobacteriaceae	201174|Actinobacteria	K	transcriptional	-	-	-	-	-	-	-	-	-	-	-	-	FCD,GntR
lcl|LT708304.1_prot_SIT98405.1_45	419947.MRA_0047	4.53e-197	545.0	COG2141@1|root,COG2141@2|Bacteria,2GPA5@201174|Actinobacteria,236QF@1762|Mycobacteriaceae	201174|Actinobacteria	C	COG2141 Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	-	-	-	-	-	-	-	-	-	-	-	-	Bac_luciferase
lcl|LT708304.1_prot_SIT98406.1_46	419947.MRA_0048	9.62e-216	595.0	COG0596@1|root,COG2021@1|root,COG0596@2|Bacteria,COG2021@2|Bacteria,2HN3U@201174|Actinobacteria,233D3@1762|Mycobacteriaceae	201174|Actinobacteria	E	Alpha beta hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_6
lcl|LT708304.1_prot_SIT98407.1_47	419947.MRA_0049	6.21e-265	725.0	COG1260@1|root,COG1260@2|Bacteria,2GKHB@201174|Actinobacteria,23475@1762|Mycobacteriaceae	201174|Actinobacteria	I	synthase	ino1	GO:0003674,GO:0003824,GO:0004512,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006790,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009405,GO:0009987,GO:0010125,GO:0010126,GO:0016137,GO:0016138,GO:0016853,GO:0016872,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044272,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0051704,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1901657,GO:1901659	5.5.1.4	ko:K01858	ko00521,ko00562,ko01100,ko01130,map00521,map00562,map01100,map01130	-	R07324	RC01804	ko00000,ko00001,ko01000	-	-	-	Inos-1-P_synth
lcl|LT708304.1_prot_SIT98408.1_48	419947.MRA_0050	2.49e-123	352.0	COG1695@1|root,COG1695@2|Bacteria,2GMJM@201174|Actinobacteria,235Z0@1762|Mycobacteriaceae	201174|Actinobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	PadR,Vir_act_alpha_C
lcl|LT708304.1_prot_SIT98410.1_49	419947.MRA_0051	1.77e-202	561.0	2FB62@1|root,343CC@2|Bacteria,2GM8N@201174|Actinobacteria,23378@1762|Mycobacteriaceae	201174|Actinobacteria	S	Domain of unknown function (DUF1707)	-	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	DUF1707
lcl|LT708304.1_prot_SIT98412.1_50	419947.MRA_0052	1.07e-94	276.0	2CQNK@1|root,32SMG@2|Bacteria,2IIJ7@201174|Actinobacteria,238NM@1762|Mycobacteriaceae	201174|Actinobacteria	S	Family of unknown function (DUF5318)	-	-	-	-	-	-	-	-	-	-	-	-	DUF5318
lcl|LT708304.1_prot_SIT98414.1_51	83332.Rv0050	0.0	1273.0	COG0744@1|root,COG0744@2|Bacteria,2GK21@201174|Actinobacteria,233EY@1762|Mycobacteriaceae	201174|Actinobacteria	M	penicillin-binding protein	pbp1A	GO:0001666,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0006950,GO:0008144,GO:0008150,GO:0008658,GO:0009628,GO:0009987,GO:0030288,GO:0030313,GO:0031406,GO:0031975,GO:0033218,GO:0033293,GO:0033554,GO:0036094,GO:0036293,GO:0036294,GO:0042221,GO:0042597,GO:0043167,GO:0043168,GO:0043177,GO:0044464,GO:0050896,GO:0051716,GO:0070482,GO:0070887,GO:0071453,GO:0071456,GO:0097159,GO:1901363,GO:1901681	-	-	-	-	-	-	-	-	-	-	Transgly,Transpeptidase
lcl|LT708304.1_prot_SIT98416.1_52	419947.MRA_0054	0.0	1112.0	COG5650@1|root,COG5650@2|Bacteria,2GJYA@201174|Actinobacteria,233JA@1762|Mycobacteriaceae	201174|Actinobacteria	S	integral membrane protein	-	-	-	-	-	-	-	-	-	-	-	-	GT87
lcl|LT708304.1_prot_SIT98418.1_53	419947.MRA_0055	3e-132	375.0	COG0693@1|root,COG0693@2|Bacteria,2H6FV@201174|Actinobacteria,232C9@1762|Mycobacteriaceae	201174|Actinobacteria	S	DJ-1 PfpI family	-	-	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI
lcl|LT708304.1_prot_SIT98421.1_54	419947.MRA_0056	7.65e-62	189.0	COG0360@1|root,COG0360@2|Bacteria,2IQHD@201174|Actinobacteria,23A21@1762|Mycobacteriaceae	201174|Actinobacteria	J	Binds together with S18 to 16S ribosomal RNA	rpsF	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0015935,GO:0016020,GO:0019843,GO:0022626,GO:0022627,GO:0030312,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070181,GO:0071944,GO:0097159,GO:1901363,GO:1990904	-	ko:K02990	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_S6
lcl|LT708304.1_prot_SIT98423.1_55	419947.MRA_0057	1.31e-108	313.0	COG0629@1|root,COG0629@2|Bacteria,2GMM3@201174|Actinobacteria,232AP@1762|Mycobacteriaceae	201174|Actinobacteria	L	Single-stranded DNA-binding protein	ssb	GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0042221,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0071944,GO:0097159,GO:1901363	-	ko:K03111	ko03030,ko03430,ko03440,map03030,map03430,map03440	-	-	-	ko00000,ko00001,ko03029,ko03032,ko03400	-	-	-	SSB
lcl|LT708304.1_prot_SIT98425.1_56	419947.MRA_0058	7.66e-52	163.0	COG0238@1|root,COG0238@2|Bacteria,2IQ92@201174|Actinobacteria,239YE@1762|Mycobacteriaceae	201174|Actinobacteria	J	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit	rpsR	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02963	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S18
lcl|LT708304.1_prot_SIT98427.1_57	419947.MRA_0059	8.76e-99	287.0	COG0359@1|root,COG0359@2|Bacteria,2IKX7@201174|Actinobacteria,238KE@1762|Mycobacteriaceae	201174|Actinobacteria	J	binds to the 23S rRNA	rplI	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02939	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L9_C,Ribosomal_L9_N
lcl|LT708304.1_prot_SIT98432.1_59	419947.MRA_0060	0.0	1716.0	COG0305@1|root,COG1372@1|root,COG0305@2|Bacteria,COG1372@2|Bacteria,2GKXQ@201174|Actinobacteria,234JE@1762|Mycobacteriaceae	201174|Actinobacteria	L	Participates in initiation and elongation during chromosome replication	dnaB	GO:0003674,GO:0003678,GO:0003824,GO:0004386,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0030312,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0140097,GO:1901360,GO:1901576	3.6.4.12	ko:K02314	ko03030,ko04112,map03030,map04112	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DnaB,DnaB_C,Intein_splicing,LAGLIDADG_3
lcl|LT708304.1_prot_SIT98434.1_60	419947.MRA_0061	8.44e-176	488.0	COG4948@1|root,COG4948@2|Bacteria,2IJIE@201174|Actinobacteria,23CUN@1762|Mycobacteriaceae	201174|Actinobacteria	M	Domain of unknown function (DUF4433)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4433
lcl|LT708304.1_prot_SIT98436.1_61	419947.MRA_0062	8.05e-258	706.0	COG2110@1|root,COG2110@2|Bacteria,2I9GV@201174|Actinobacteria,23BTZ@1762|Mycobacteriaceae	201174|Actinobacteria	S	Macro domain	-	-	-	-	-	-	-	-	-	-	-	-	Macro
lcl|LT708304.1_prot_SIT98437.1_62	83332.Rv0061c	5.34e-83	244.0	2A57W@1|root,30TWZ@2|Bacteria,2IMD6@201174|Actinobacteria,23AAT@1762|Mycobacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|LT708304.1_prot_SIT98438.1_63	419947.MRA_0064	1.49e-274	751.0	COG5297@1|root,COG5297@2|Bacteria,2GK39@201174|Actinobacteria,233YT@1762|Mycobacteriaceae	201174|Actinobacteria	G	Belongs to the glycosyl hydrolase family 6	celA1	-	3.2.1.4	ko:K01179	ko00500,ko01100,map00500,map01100	-	R06200,R11307,R11308	-	ko00000,ko00001,ko01000	-	GH5,GH9	-	Glyco_hydro_6
lcl|LT708304.1_prot_SIT98439.1_64	419947.MRA_0065	0.0	944.0	COG0277@1|root,COG0277@2|Bacteria,2GK5U@201174|Actinobacteria,2349Y@1762|Mycobacteriaceae	201174|Actinobacteria	C	oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	BBE,FAD_binding_4
lcl|LT708304.1_prot_SIT98440.1_65	419947.MRA_0066	0.0	1837.0	COG1615@1|root,COG1615@2|Bacteria,2GMP3@201174|Actinobacteria,2375X@1762|Mycobacteriaceae	201174|Actinobacteria	S	Uncharacterised protein family (UPF0182)	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	-	ko:K09118	-	-	-	-	ko00000	-	-	-	UPF0182
lcl|LT708304.1_prot_SIT98441.1_66	83332.Rv0064A	3.38e-46	149.0	2DF7V@1|root,2ZQU1@2|Bacteria,2GSP4@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|LT708304.1_prot_SIT98442.1_67	419947.MRA_0067	2.36e-87	257.0	COG4113@1|root,COG4113@2|Bacteria,2GSRH@201174|Actinobacteria,23EZX@1762|Mycobacteriaceae	201174|Actinobacteria	F	toxic component of a	-	-	-	-	-	-	-	-	-	-	-	-	PIN
lcl|LT708304.1_prot_SIT98443.1_68	419947.MRA_0068	0.0	1481.0	COG2838@1|root,COG2838@2|Bacteria,2GJ1C@201174|Actinobacteria,233H0@1762|Mycobacteriaceae	201174|Actinobacteria	C	Isocitrate dehydrogenase	icd	-	1.1.1.42	ko:K00031	ko00020,ko00480,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko04146,map00020,map00480,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230,map04146	M00009,M00010,M00173,M00740	R00267,R00268,R01899	RC00001,RC00084,RC00114,RC00626,RC02801	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	IDH
lcl|LT708304.1_prot_SIT98444.1_69	419947.MRA_0069	3.77e-127	362.0	COG1309@1|root,COG1309@2|Bacteria,2IMF7@201174|Actinobacteria,235TM@1762|Mycobacteriaceae	201174|Actinobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
lcl|LT708304.1_prot_SIT98446.1_70	419947.MRA_0070	4.55e-212	586.0	COG1028@1|root,COG1028@2|Bacteria,2GIYQ@201174|Actinobacteria,233HK@1762|Mycobacteriaceae	201174|Actinobacteria	IQ	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	-	-	-	-	-	-	-	adh_short
lcl|LT708304.1_prot_SIT98448.1_71	419947.MRA_0071	0.0	901.0	COG1760@1|root,COG1760@2|Bacteria,2GJPA@201174|Actinobacteria,2350T@1762|Mycobacteriaceae	201174|Actinobacteria	E	L-serine dehydratase	sdaA	GO:0003674,GO:0003824,GO:0003941,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016829,GO:0016840,GO:0016841,GO:0044464,GO:0071944	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	SDH_alpha,SDH_beta
lcl|LT708304.1_prot_SIT98450.1_72	419947.MRA_0072	5.15e-307	837.0	COG0112@1|root,COG0112@2|Bacteria,2GK7U@201174|Actinobacteria,233GB@1762|Mycobacteriaceae	201174|Actinobacteria	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	glyA	GO:0001505,GO:0003674,GO:0003824,GO:0004372,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006520,GO:0006544,GO:0006563,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009069,GO:0009987,GO:0016020,GO:0016740,GO:0016741,GO:0016742,GO:0017144,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0042133,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0046983,GO:0048037,GO:0050662,GO:0065007,GO:0065008,GO:0070279,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901605	2.1.2.1	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	ko00000,ko00001,ko00002,ko01000	-	-	-	SHMT
lcl|LT708304.1_prot_SIT98452.1_73	419947.MRA_0073	3.24e-156	439.0	COG3344@1|root,COG3344@2|Bacteria,2GUJS@201174|Actinobacteria,233JN@1762|Mycobacteriaceae	201174|Actinobacteria	L	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	2.7.7.49	ko:K00986	-	-	-	-	ko00000,ko01000	-	-	-	GIIM,RVT_1
lcl|LT708304.1_prot_CAB5247775.1_74	419947.MRA_0074	1.49e-231	639.0	COG0577@1|root,COG0577@2|Bacteria,2HNFQ@201174|Actinobacteria,234N9@1762|Mycobacteriaceae	201174|Actinobacteria	V	FtsX-like permease family	-	GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0009405,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044419,GO:0044425,GO:0044459,GO:0044464,GO:0051704,GO:0071944	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
lcl|LT708304.1_prot_CAB5247776.1_75	419947.MRA_0075	9.34e-178	499.0	COG0664@1|root,COG1136@1|root,COG0664@2|Bacteria,COG1136@2|Bacteria,2GJN6@201174|Actinobacteria,233TP@1762|Mycobacteriaceae	201174|Actinobacteria	V	ABC transporter	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran,cNMP_binding
lcl|LT708304.1_prot_CAB5247778.1_77	419947.MRA_0076	2.93e-299	816.0	COG1228@1|root,COG1228@2|Bacteria,2GMUS@201174|Actinobacteria,2341E@1762|Mycobacteriaceae	201174|Actinobacteria	Q	amidohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_1
lcl|LT708304.1_prot_CAB5247779.1_78	419947.MRA_0077	4.2e-286	781.0	COG1168@1|root,COG1168@2|Bacteria,2GJFQ@201174|Actinobacteria,236VD@1762|Mycobacteriaceae	201174|Actinobacteria	E	cystathionine beta-lyase activity	aecD	-	4.4.1.8	ko:K14155	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230	-	R00782,R01286,R02408,R04941	RC00056,RC00069,RC00382,RC00488,RC00710,RC01245,RC02303	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
lcl|LT708304.1_prot_CAB5247780.1_79	419947.MRA_0078	1.01e-86	255.0	2AXE4@1|root,31PDG@2|Bacteria,2IQR7@201174|Actinobacteria,23B0T@1762|Mycobacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|LT708304.1_prot_CAB5247781.1_80	419947.MRA_0079	4.01e-197	546.0	COG2267@1|root,COG2267@2|Bacteria,2HJ2M@201174|Actinobacteria,234DI@1762|Mycobacteriaceae	201174|Actinobacteria	I	Alpha beta hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1,Abhydrolase_6
lcl|LT708304.1_prot_CAB5247782.1_81	419947.MRA_0080	3.71e-133	378.0	COG1309@1|root,COG1309@2|Bacteria,2GNR9@201174|Actinobacteria,2353Y@1762|Mycobacteriaceae	201174|Actinobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
lcl|LT708304.1_prot_CAB5247783.1_82	419947.MRA_0081	8.78e-130	369.0	2CYNV@1|root,32T4H@2|Bacteria,2IRMP@201174|Actinobacteria	201174|Actinobacteria	S	Nucleotidyl transferase AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	AbiEii
lcl|LT708304.1_prot_CAB5247784.1_83	419947.MRA_0082	1.69e-41	136.0	28STK@1|root,2ZF3C@2|Bacteria,2HCB9@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
